id,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
14277,1,2,雨,17.7,80%,中村　太,横浜Ｆ・マリノス,榎本　哲也,金井　貢史,青山　直晃,中澤　佑二,ドゥトラ,中町　公祐,熊谷　アンドリュー,兵藤　慎剛,中村　俊輔,齋藤　学,マルキーニョス,柏レイソル,菅野　孝憲,藤田　優人,増嶋　竜也,近藤　直也,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,茨田　陽生,大谷　秀和,ジョルジ　ワグネル,工藤　壮人
14278,0,1,雨,11.4,63%,家本　政明,アルビレックス新潟,黒河　貴矢,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,アラン　ミネイロ,田中　亜土夢,ブルーノ　ロペス,ミシェウ,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,井川　祐輔,伊藤　宏樹,風間　宏希,中村　憲剛,登里　享平,楠神　順平,レナト,小林　悠
14279,1,3,雨,17.7,95%,木村　博之,清水エスパルス,林　彰洋,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,杉山　浩太,村松　大輔,八反田　康平,河井　陽介,大前　元紀,金　賢聖,ガンバ大阪,藤ヶ谷　陽介,武井　択也,岩下　敬輔,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,家長　昭博,レアンドロ
14281,1,3,雨のち曇,16.4,72%,今村　義朗,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,山口　螢,シンプリシオ,枝村　匠馬,ヘベルチ,柿谷　曜一朗,杉本　健勇,大宮アルディージャ,北野　貴之,渡部　大輔,菊地　光将,河本　裕之,下平　匠,渡邉　大剛,青木　拓矢,金澤　慎,東　慶悟,ズラタン,ノヴァコヴィッチ
14282,0,2,屋内,21.9,33%,井上　知大,コンサドーレ札幌,髙原　寿康,櫛引　一紀,河合　竜二,奈良　竜樹,前　貴之,山本　真希,芳賀　博信,岩沼　俊介,古田　寛幸,岡本　賢明,大島　秀夫,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,熊谷　アンドリュー,兵藤　慎剛,中村　俊輔,齋藤　学,マルキーニョス
14283,0,1,晴,7.1,40%,村上　伸次,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,渡辺　広大,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,赤嶺　真吾,ウイルソン,アルビレックス新潟,黒河　貴矢,坪内　秀介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,アラン　ミネイロ,田中　亜土夢,ブルーノ　ロペス,ミシェウ
14284,2,0,晴,10.0,58%,松尾　一,大宮アルディージャ,北野　貴之,渡部　大輔,菊地　光将,河本　裕之,下平　匠,渡邉　大剛,青木　拓矢,金澤　慎,曺　永哲,ズラタン,ノヴァコヴィッチ,ジュビロ磐田,八田　直樹,駒野　友一,山本　脩斗,菅沼　駿哉,チョ　ビョングク,ロドリゴ　ソウト,山田　大記,松浦　拓弥,山本　康裕,藤田　義明,前田　遼一
14285,1,0,晴,8.2,72%,東城　穣,柏レイソル,菅野　孝憲,藤田　優人,増嶋　竜也,近藤　直也,橋本　和,レアンドロ　ドミンゲス,茨田　陽生,大谷　秀和,ジョルジ　ワグネル,田中　順也,工藤　壮人,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,大久保　嘉人,橋本　英郎,田中　英雄,小川　慶治朗,田代　有三,野沢　拓也
14286,2,1,晴,10.2,51%,山本　雄大,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,井川　祐輔,伊藤　宏樹,風間　宏希,中村　憲剛,登里　享平,楠神　順平,レナト,小林　悠,清水エスパルス,林　彰洋,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,石毛　秀樹,河井　陽介,小林　大悟,大前　元紀,高木　俊幸
14287,1,2,晴,14.5,28%,廣瀬　格,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,田口　泰士,ダニルソン,三都主　アレサンドロ,小川　佳純,藤本　淳吾,玉田　圭司,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,青木　剛,新井場　徹,本田　拓也,柴崎　岳,遠藤　康,ドゥトラ,ジュニーニョ,大迫　勇也
14288,2,2,曇のち晴,13.3,46%,扇谷　健司,ガンバ大阪,藤ヶ谷　陽介,武井　択也,中澤　聡太,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,家長　昭博,レアンドロ,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,ルーカス,梶山　陽平,長谷川　アーリアジャスール,渡邉　千真
14289,4,1,曇のち晴,10.3,80%,家本　政明,サンフレッチェ広島,西川　周作,森脇　良太,塩谷　司,水本　裕貴,石川　大徳,青山　敏弘,森﨑　和幸,清水　航平,森﨑　浩司,髙萩　洋次郎,佐藤　寿人,セレッソ大阪,キム　ジンヒョン,扇原　貴宏,茂庭　照幸,藤本　康太,酒本　憲幸,山口　螢,シンプリシオ,枝村　匠馬,横山　知伸,柿谷　曜一朗,杉本　健勇
14290,3,1,曇,13.1,47%,吉田　寿光,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,キム　クナン,金　民友,水沼　宏太,高橋　義希,藤田　直之,野田　隆之介,池田　圭,豊田　陽平,浦和レッズ,加藤　順大,坪井　慶介,山田　暢久,濱田　水輝,平川　忠亮,鈴木　啓太,阿部　勇樹,宇賀神　友弥,梅崎　司,マルシオ　リシャルデス,原口　元気
14291,2,0,曇のち晴,6.7,57%,扇谷　健司,鹿島アントラーズ,曽ヶ端　準,西　大伍,青木　剛,中田　浩二,新井場　徹,柴崎　岳,小笠原　満男,遠藤　康,ドゥトラ,ジュニーニョ,大迫　勇也,柏レイソル,菅野　孝憲,藤田　優人,増嶋　竜也,近藤　直也,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,田中　順也,工藤　壮人
14292,2,0,晴,5.6,71%,村上　伸次,浦和レッズ,加藤　順大,坪井　慶介,山田　暢久,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,宇賀神　友弥,梅崎　司,柏木　陽介,マルシオ　リシャルデス,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,田口　泰士,ダニルソン,阿部　翔平,小川　佳純,玉田　圭司,永井　謙佑
14293,6,2,晴,5.6,65%,松尾　一,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,ルーカス,梶山　陽平,長谷川　アーリアジャスール,渡邉　千真,ベガルタ仙台,林　卓人,菅井　直樹,渡辺　広大,鎌田　次郎,田村　直也,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,ウイルソン,赤嶺　真吾
14294,1,0,晴,7.3,61%,今村　義朗,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,富澤　清太郎,兵藤　慎剛,中村　俊輔,齋藤　学,小野　裕二,サガン鳥栖,赤星　拓,丹羽　竜平,木谷　公亮,小林　久晃,金　民友,水沼　宏太,高橋　義希,藤田　直之,野田　隆之介,池田　圭,豊田　陽平
14297,2,1,晴,10.8,46%,東城　穣,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山崎　亮平,山田　大記,松浦　拓弥,前田　遼一,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,家長　昭博,レアンドロ
14299,0,1,晴,10.3,40%,西村　雄一,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,三原　雅俊,橋本　英郎,野沢　拓也,大久保　嘉人,都倉　賢,小川　慶治朗,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,石川　大徳,青山　敏弘,森﨑　和幸,清水　航平,森﨑　浩司,髙萩　洋次郎,佐藤　寿人
14300,2,1,曇,7.4,53%,河合　英治,水戸ホーリーホック,本間　幸司,市川　大祐,金　龍起,塩谷　司,輪湖　直樹,西岡　謙太,ロメロ　フランク,小澤　司,島田　祐輝,橋本　晃司,鈴木　隆行,横浜ＦＣ,関　憲太郎,杉山　新,渡邉　将基,ペ　スンジン,阿部　巧,ホベルト,中里　崇宏,内田　智也,野崎　陽介,難波　宏明,大久保　哲哉
14301,2,0,曇,7.4,49%,福島　孝一郎,東京ヴェルディ,柴崎　貴広,森　勇介,土屋　征夫,高橋　祥平,中谷　勇介,小池　純輝,小林　祐希,和田　拓也,西　紀寛,阿部　拓馬,ジョジマール,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,渡辺　匠,小松　憲太,久木田　紳吾,楠瀬　章仁,弦巻　健人,エイジソン,木島　徹也
14302,2,1,曇のち雨,7.1,72%,早川　一行,ヴァンフォーレ甲府,荻　晃太,福田　健介,山本　英臣,ドウグラス,石原　克哉,柏　好文,保坂　一成,伊東　輝悦,堀米　勇輝,高崎　寛之,ダヴィ,栃木ＳＣ,武田　博行,臼井　幸平,柳川　雅樹,當間　建文,山形　辰徳,河原　和寿,鈴木　修人,高木　和正,荒堀　謙次,サビア,廣瀬　浩二
14303,2,2,雨,10.3,68%,佐藤　隆治,ＦＣ岐阜,野田　恭平,野田　明弘,池田　昇平,野垣内　俊,関田　寛士,廣田　隆治,橋本　卓,服部　年宏,染矢　一樹,井上　平,佐藤　洸一,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,柳楽　智和,戸川　健太,加藤　秀典,小井手　翔太,実信　憲明,森　英次郎,鶴見　聡貴,福井　理人,美尾　敦
14304,1,1,雨,6.4,87%,岡　宏道,ファジアーノ岡山,中林　洋次,一柳　夢吾,後藤　圭太,植田　龍仁朗,澤口　雅彦,仙石　廉,竹田　忠嗣,服部　公太,中野　裕太,チアゴ,金　民均,カターレ富山,鶴田　達也,吉井　直人,福田　俊介,平出　涼,吉川　拓也,加藤　弘堅,大西　容平,木村　勝太,関原　凌河,ソ　ヨンドク,黒部　光昭
14305,2,1,雨,9.3,93%,大西　弘幸,アビスパ福岡,神山　竜一,和田　拓三,堤　俊輔,山口　和樹,キム　ミンジェ,末吉　隼也,鈴木　惇,城後　寿,成岡　翔,高橋　泰,坂田　大輔,ロアッソ熊本,南　雄太,西森　正明,廣井　友信,高橋　祐太郎,片山　奨典,原田　拓,吉井　孝輔,養父　雄仁,藤本　主税,武富　孝介,ファビオ
14306,2,3,屋内,8.8,63%,日高　晴樹,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,キム　チャンフン,三平　和司,村井　慎二,宮沢　正史,石神　直哉,チェ　ジョンハン,キム　ジョンヒョン,森島　康仁,ザスパ草津,北　一真,杉本　裕之,中村　英之,御厨　貴文,保﨑　淳,後藤　涼,松下　裕樹,熊林　親吾,林　勇介,リンコン,小林　竜樹
14308,2,0,雨,9.7,75%,山本　雄大,愛媛ＦＣ,秋元　陽太,アライール,園田　拓也,浦田　延尚,内田　健太,トミッチ,村上　巧,大山　俊輔,前野　貴徳,有田　光希,小笠原　侑生,ＦＣ町田ゼルビア,相澤　貴志,津田　和樹,藤田　泰成,田代　真一,薗田　淳,太田　康介,庄司　悦大,柳崎　祥兵,平本　一樹,勝又　慶典,北井　佑季
14309,2,1,曇のち雨,5.4,68%,岡部　拓人,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,大野　和成,古林　将太,永木　亮太,ハン　グギョン,岩上　祐三,菊池　大介,馬場　賢治,高山　薫,京都サンガF.C.,水谷　雄一,安藤　淳,秋本　倫孝,バヤリッツァ,福村　貴幸,工藤　浩平,チョン　ウヨン,中村　充孝,中山　博貴,宮吉　拓実,久保　裕也
14310,1,2,雨,7.3,88%,池内　明彦,ギラヴァンツ北九州,佐藤　優也,宮本　亨,登尾　顕徳,キローラン　木鈴,木村　祐志,新井　涼平,関　光博,森村　昂太,安田　晃大,端戸　仁,池元　友樹,徳島ヴォルティス,榎本　達也,花井　聖,福元　洋平,エリゼウ,那須川　将大,斉藤　大介,上里　一将,徳重　隆明,鈴木　達也,津田　知宏,キム　ジョンミン
14311,1,0,曇のち晴,9.8,58%,三上　正一郎,水戸ホーリーホック,本間　幸司,市川　大祐,キム　ヨンギ,塩谷　司,輪湖　直樹,西岡　謙太,ロメロ　フランク,島田　祐輝,小澤　司,橋本　晃司,鈴木　隆行,カターレ富山,飯田　健巳,足助　翔,福田　俊介,平出　涼,吉川　拓也,加藤　弘堅,大西　容平,関原　凌河,木村　勝太,ソ　ヨンドク,黒部　光昭
14312,0,3,晴,8.3,56%,塚田　智宏,栃木ＳＣ,武田　博行,山形　辰徳,柳川　雅樹,當間　建文,ユ　デヒョン,河原　和寿,チャ　ヨンファン,高木　和正,荒堀　謙次,サビア,廣瀬　浩二,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,キム　チャンフン,三平　和司,村井　慎二,宮沢　正史,石神　直哉,チェ　ジョンハン,森島　康仁,小手川　宏基
14313,0,1,晴,10.8,49%,家本　政明,ＦＣ町田ゼルビア,相澤　貴志,津田　和樹,薗田　淳,田代　真一,藤田　泰成,太田　康介,コリン　マーシャル,北井　佑季,庄司　悦大,平本　一樹,勝又　慶典,アビスパ福岡,神山　竜一,和田　拓三,堤　俊輔,小原　章吾,キム　ミンジェ,岡田　隆,鈴木　惇,城後　寿,成岡　翔,高橋　泰,坂田　大輔
14314,1,2,晴時々曇,7.8,31%,吉田　哲朗,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,久木田　紳吾,楠瀬　章仁,弦巻　健人,エイジソン,木島　徹也,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,秋葉　勝,宮阪　政樹,船山　祐二,萬代　宏樹,山﨑　雅人,中島　裕希
14315,3,0,曇,7.4,64%,岡部　拓人,徳島ヴォルティス,榎本　達也,花井　聖,福元　洋平,エリゼウ,那須川　将大,斉藤　大介,上里　一将,徳重　隆明,鈴木　達也,津田　知宏,キム　ジョンミン,ＦＣ岐阜,野田　恭平,野田　明弘,池田　昇平,野垣内　俊,関田　寛士,服部　年宏,金　正賢,廣田　隆治,染矢　一樹,井上　平,佐藤　洸一
14317,1,3,雨,7.4,66%,榎本　一慶,ザスパ草津,北　一真,杉本　裕之,中村　英之,御厨　貴文,保﨑　淳,後藤　涼,松下　裕樹,熊林　親吾,林　勇介,リンコン,小林　竜樹,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,大野　和成,古林　将太,永木　亮太,ハン　グギョン,岩上　祐三,菊池　大介,馬場　賢治,高山　薫
14320,2,1,曇,10.4,37%,野田　祐樹,ロアッソ熊本,南　雄太,矢野　大輔,福王　忠世,廣井　友信,田中　俊一,養父　雄仁,原田　拓,片山　奨典,武富　孝介,藤本　主税,崔　根植,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,柳楽　智和,戸川　健太,加藤　秀典,小井手　翔太,実信　憲明,森　英次郎,鶴見　聡貴,美尾　敦,福井　理人
14321,2,0,雨のち晴,3.4,72%,東城　穣,京都サンガF.C.,水谷　雄一,安藤　淳,秋本　倫孝,染谷　悠太,福村　貴幸,チョン　ウヨン,中村　充孝,工藤　浩平,中山　博貴,宮吉　拓実,久保　裕也,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,伊藤　大介,佐藤　勇人,兵働　昭弘,佐藤　健太郎,深井　正樹,藤田　祥史
14323,2,0,曇,15.6,76%,塚田　智宏,京都サンガF.C.,水谷　雄一,安藤　淳,秋本　倫孝,染谷　悠太,黄　大城,チョン　ウヨン,中村　充孝,工藤　浩平,中山　博貴,宮吉　拓実,久保　裕也,ロアッソ熊本,南　雄太,矢野　大輔,福王　忠世,廣井　友信,吉井　孝輔,養父　雄仁,原田　拓,片山　奨典,武富　孝介,藤本　主税,崔　根植
14324,0,3,曇,18.1,78%,上田　益也,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,柳楽　智和,戸川　健太,加藤　秀典,奥山　泰裕,実信　憲明,森　英次郎,鶴見　聡貴,美尾　敦,福井　理人,ＦＣ町田ゼルビア,相澤　貴志,藤田　泰成,田代　真一,薗田　淳,津田　和樹,庄司　悦大,コリン　マーシャル,柳崎　祥兵,鈴木　崇文,平本　一樹,北井　佑季
14325,0,1,晴,14.9,75%,山本　雄大,徳島ヴォルティス,榎本　達也,花井　聖,福元　洋平,エリゼウ,那須川　将大,斉藤　大介,上里　一将,徳重　隆明,鈴木　達也,津田　知宏,キム　ジョンミン,栃木ＳＣ,武田　博行,山形　辰徳,大和田　真史,當間　建文,ユ　デヒョン,河原　和寿,菅　和範,チャ　ヨンファン,高木　和正,棗　佑喜,廣瀬　浩二
14326,1,0,雨,10.7,77%,岡　宏道,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,玉林　睦実,楠瀬　章仁,弦巻　健人,片山　真人,木島　徹也,ギラヴァンツ北九州,佐藤　優也,高野　光司,宮本　亨,キローラン　木鈴,冨士　祐樹,金　鐘必,竹内　涼,常盤　聡,木村　祐志,端戸　仁,池元　友樹
14327,3,1,雨,8.7,84%,中村　太,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,大野　和成,ハン　グギョン,永木　亮太,古林　将太,高山　薫,岩尾　憲,古橋　達弥,岩上　祐三,アビスパ福岡,神山　竜一,和田　拓三,堤　俊輔,小原　章吾,尾亦　弘友希,岡田　隆,鈴木　惇,城後　寿,成岡　翔,高橋　泰,坂田　大輔
14329,0,0,雨,12.7,66%,山内　宏志,ＦＣ岐阜,多田　大介,野垣内　俊,池田　昇平,金　東權,尾泉　大樹,金　正賢,服部　年宏,廣田　隆治,井上　平,樋口　寛規,佐藤　洸一,ザスパ草津,内藤　圭佑,杉本　裕之,中村　英之,御厨　貴文,保﨑　淳,後藤　涼,松下　裕樹,櫻田　和樹,遠藤　敬佑,ヘベルチ,金　成勇
14330,0,3,曇,14.8,81%,大西　弘幸,ファジアーノ岡山,中林　洋次,一柳　夢吾,後藤　圭太,植田　龍仁朗,関戸　健二,仙石　廉,澤口　雅彦,服部　公太,桒田　慎一朗,チアゴ,金　民均,水戸ホーリーホック,本間　幸司,市川　大祐,キム　ヨンギ,塩谷　司,輪湖　直樹,村田　翔,ロメロ　フランク,小澤　司,島田　祐輝,橋本　晃司,鈴木　隆行
14332,2,1,雨,10.0,70%,河合　英治,ヴァンフォーレ甲府,荻　晃太,福田　健介,山本　英臣,ドウグラス,佐々木　翔,柏　好文,保坂　一成,伊東　輝悦,堀米　勇輝,高崎　寛之,ダヴィ,愛媛ＦＣ,秋元　陽太,アライール,浦田　延尚,園田　拓也,内田　健太,村上　巧,トミッチ,大山　俊輔,赤井　秀一,石井　謙伍,小笠原　侑生
14333,1,0,晴,14.6,28%,三上　正一郎,ＦＣ町田ゼルビア,相澤　貴志,藤田　泰成,田代　真一,薗田　淳,津田　和樹,庄司　悦大,コリン　マーシャル,柳崎　祥兵,鈴木　崇文,平本　一樹,勝又　慶典,ロアッソ熊本,南　雄太,高橋　祐太郎,福王　忠世,廣井　友信,筑城　和人,吉井　孝輔,養父　雄仁,片山　奨典,藤本　主税,武富　孝介,白谷　建人
14334,2,1,曇,3.8,68%,井上　知大,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,秋葉　勝,宮阪　政樹,船山　祐二,山﨑　雅人,萬代　宏樹,中島　裕希,ヴァンフォーレ甲府,荻　晃太,福田　健介,山本　英臣,ドウグラス,津田　琢磨,片桐　淳至,保坂　一成,井澤　惇,柏　好文,高崎　寛之,ダヴィ
14335,0,0,曇,12.1,25%,野田　祐樹,ザスパ草津,北　一真,杉本　裕之,中村　英之,御厨　貴文,保﨑　淳,後藤　涼,松下　裕樹,熊林　親吾,遠藤　敬佑,リンコン,ヘベルチ,徳島ヴォルティス,榎本　達也,花井　聖,福元　洋平,エリゼウ,那須川　将大,濱田　武,上里　一将,宮崎　光平,鈴木　達也,津田　知宏,ジオゴ
14336,0,0,晴,15.4,51%,廣瀬　格,アビスパ福岡,神山　竜一,和田　拓三,畑本　時央,小原　章吾,キム　ミンジェ,岡田　隆,末吉　隼也,城後　寿,成岡　翔,高橋　泰,坂田　大輔,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,田中　佑昌,佐藤　勇人,兵働　昭弘,佐藤　健太郎,深井　正樹,藤田　祥史
14337,1,0,曇時々晴,15.8,33%,窪田　陽輔,大分トリニータ,清水　圭介,キム　チャンフン,阪田　章裕,作田　裕次,三平　和司,宮沢　正史,村井　慎二,石神　直哉,チェ　ジョンハン,土岐田　洸平,小手川　宏基,ファジアーノ岡山,中林　洋次,一柳　夢吾,後藤　圭太,近藤　徹志,澤口　雅彦,仙石　廉,関戸　健二,服部　公太,石原　崇兆,金　民均,中野　裕太
14339,3,0,晴時々曇,11.3,36%,早川　一行,愛媛ＦＣ,秋元　陽太,関根　永悟,アライール,園田　拓也,内田　健太,村上　巧,トミッチ,大山　俊輔,前野　貴徳,石井　謙伍,小笠原　侑生,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,玉林　睦実,楠瀬　章仁,弦巻　健人,片山　真人,木島　徹也
14340,1,0,曇,10.1,59%,上田　益也,ギラヴァンツ北九州,佐藤　優也,関　光博,宮本　亨,登尾　顕徳,冨士　祐樹,新井　涼平,木村　祐志,森村　昂太,安田　晃大,渡　大生,池元　友樹,水戸ホーリーホック,本間　幸司,市川　大祐,キム　ヨンギ,塩谷　司,輪湖　直樹,村田　翔,ロメロ　フランク,島田　祐輝,小澤　司,橋本　晃司,鈴木　隆行
14341,0,0,晴,7.9,66%,榎本　一慶,栃木ＳＣ,武田　博行,山形　辰徳,大和田　真史,當間　建文,ユ　デヒョン,河原　和寿,菅　和範,チャ　ヨンファン,高木　和正,棗　佑喜,廣瀬　浩二,カターレ富山,鶴田　達也,足助　翔,福田　俊介,池端　陽介,吉井　直人,加藤　弘堅,大西　容平,西野　誠,西川　優大,ソ　ヨンドク,苔口　卓也
14342,0,0,晴,8.7,46%,吉田　哲朗,横浜ＦＣ,関　憲太郎,朴　台洪,中野　洋司,森本　良,阿部　巧,八角　剛史,中里　崇宏,杉山　新,内田　智也,カイオ,大久保　哲哉,東京ヴェルディ,柴崎　貴広,高橋　祥平,土屋　征夫,深津　康太,和田　拓也,西　紀寛,小林　祐希,梶川　諒太,飯尾　一慶,阿部　拓馬,ジョジマール
14344,0,0,雨のち曇,8.1,77%,日高　晴樹,水戸ホーリーホック,本間　幸司,市川　大祐,キム　ヨンギ,塩谷　司,輪湖　直樹,村田　翔,ロメロ　フランク,島田　祐輝,小澤　司,橋本　晃司,鈴木　隆行,松本山雅ＦＣ,野澤　洋輔,飯田　真輝,飯尾　和也,多々良　敦斗,喜山　康平,小松　憲太,玉林　睦実,鐡戸　裕史,船山　貴之,片山　真人,弦巻　健人
14345,2,3,曇,4.4,77%,小屋　幸栄,カターレ富山,鶴田　達也,足助　翔,福田　俊介,池端　陽介,吉井　直人,加藤　弘堅,大西　容平,ソ　ヨンドク,西野　誠,苔口　卓也,黒部　光昭,ギラヴァンツ北九州,佐藤　優也,関　光博,宮本　亨,登尾　顕徳,冨士　祐樹,新井　涼平,木村　祐志,森村　昂太,安田　晃大,池元　友樹,渡　大生
14346,2,1,晴時々雨,7.3,95%,佐藤　隆治,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,福村　貴幸,黄　大城,倉貫　一毅,中村　充孝,工藤　浩平,駒井　善成,宮吉　拓実,久保　裕也,ＦＣ町田ゼルビア,相澤　貴志,藤田　泰成,田代　真一,薗田　淳,津田　和樹,庄司　悦大,太田　康介,柳崎　祥兵,鈴木　崇文,勝又　慶典,平本　一樹
14347,2,1,晴,9.4,48%,扇谷　健司,ファジアーノ岡山,中林　洋次,一柳　夢吾,後藤　圭太,近藤　徹志,澤口　雅彦,仙石　廉,千明　聖典,田所　諒,石原　崇兆,チアゴ,中野　裕太,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,秋葉　勝,宮阪　政樹,船山　祐二,山﨑　雅人,萬代　宏樹,中島　裕希
14348,4,0,晴時々曇,11.6,33%,今村　亮一,アビスパ福岡,神山　竜一,和田　拓三,畑本　時央,小原　章吾,キム　ミンジェ,岡田　隆,末吉　隼也,城後　寿,成岡　翔,高橋　泰,坂田　大輔,ガイナーレ鳥取,小針　清允,三浦　修,柳楽　智和,戸川　健太,加藤　秀典,奥山　泰裕,三浦　旭人,実信　憲明,森　英次郎,美尾　敦,福井　理人
14349,0,2,晴,12.0,30%,木村　博之,横浜ＦＣ,関　憲太郎,朴　台洪,中野　洋司,森本　良,阿部　巧,八角　剛史,中里　崇宏,内田　智也,髙地　系治,カイオ,大久保　哲哉,ヴァンフォーレ甲府,荻　晃太,福田　健介,ドウグラス,山本　英臣,石原　克哉,堀米　勇輝,保坂　一成,伊東　輝悦,柏　好文,高崎　寛之,ダヴィ
14350,1,1,曇,8.8,34%,小川　直仁,愛媛ＦＣ,秋元　陽太,関根　永悟,アライール,園田　拓也,内田　健太,村上　巧,トミッチ,大山　俊輔,前野　貴徳,石井　謙伍,小笠原　侑生,栃木ＳＣ,武田　博行,山形　辰徳,大和田　真史,當間　建文,菅　和範,荒堀　謙次,鈴木　修人,チャ　ヨンファン,杉本　真,廣瀬　浩二,棗　佑喜
14351,3,0,晴のち曇,11.9,28%,飯田　淳平,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,レジナルド,伊藤　大介,兵働　昭弘,佐藤　健太郎,深井　正樹,藤田　祥史,徳島ヴォルティス,榎本　達也,花井　聖,福元　洋平,エリゼウ,那須川　将大,濱田　武,上里　一将,宮崎　光平,鈴木　達也,津田　知宏,ジオゴ
14352,2,0,曇,13.4,20%,西村　雄一,東京ヴェルディ,柴崎　貴広,高橋　祥平,土屋　征夫,深津　康太,和田　拓也,西　紀寛,小林　祐希,梶川　諒太,飯尾　一慶,阿部　拓馬,ジョジマール,ザスパ草津,北　一真,杉本　裕之,中村　英之,御厨　貴文,保﨑　淳,後藤　涼,松下　裕樹,櫻田　和樹,林　勇介,リンコン,小林　竜樹
14353,3,3,晴,9.4,30%,福島　孝一郎,ロアッソ熊本,南　雄太,高橋　祐太郎,吉井　孝輔,廣井　友信,大迫　希,養父　雄仁,原田　拓,片山　奨典,五領　淳樹,武富　孝介,ファビオ,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,大野　和成,永木　亮太,ハン　グギョン,古林　将太,高山　薫,馬場　賢治,古橋　達弥,岩上　祐三
