id,y,year,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa
14550,4023,2012,Ｊ２,第２３節第１日,07/08(日),19:04,ＦＣ岐阜,ロアッソ熊本,岐阜メモリアルセンター長良川競技場,スカパー／ｅ２／スカパー光,0,2,晴,25,65%,早川　一行,ＦＣ岐阜,時久　省吾,野田　明弘,田中　秀人,関田　寛士,野垣内　俊,李　漢宰,服部　年宏,井上　平,橋本　卓,染矢　一樹,樋口　寛規,ロアッソ熊本,南　雄太,矢野　大輔,吉井　孝輔,筑城　和人,西森　正明,養父　雄仁,原田　拓,片山　奨典,大迫　希,武富　孝介,齊藤　和樹,岐阜県岐阜市長良福光大野2675-28,20000
14551,2208,2012,Ｊ２,第２３節第１日,07/08(日),19:34,ザスパ草津,大分トリニータ,正田醤油スタジアム群馬,スカパー／ｅ２／スカパー光／群馬テレビ,0,2,曇,22.4,82%,榎本　一慶,ザスパ草津,北　一真,小柳　達司,中村　英之,御厨　貴文,永田　拓也,遠藤　敬佑,松下　裕樹,熊林　親吾,ヘベルチ,小林　竜樹,金　成勇,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,安川　有,石神　直哉,為田　大貴,宮沢　正史,チェ　ジョンハン,西　弘則,高松　大樹,森島　康仁,群馬県前橋市敷島町66,15135
14552,2835,2012,Ｊ２,第２３節第１日,07/08(日),19:34,カターレ富山,モンテディオ山形,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光,1,1,曇,22.2,84%,前田　拓哉,カターレ富山,守田　達弥,足助　翔,吉川　健太,池端　陽介,西野　誠,平出　涼,谷田　悠介,大西　容平,山瀬　幸宏,木村　勝太,ソ　ヨンドク,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,船山　祐二,永田　亮太,宮沢　克行,山﨑　雅人,萬代　宏樹,中島　裕希,富山県富山市南中田368,25250
14553,4368,2012,Ｊ２,第２４節第１日,07/15(日),18:04,栃木ＳＣ,ＦＣ町田ゼルビア,栃木県グリーンスタジアム,スカパー／ｅ２／スカパー光／とちぎテレビ,1,0,晴,28.8,78%,長谷　拓,栃木ＳＣ,武田　博行,赤井　秀行,大和田　真史,當間　建文,菅　和範,高木　和正,パウリーニョ,鈴木　修人,菊岡　拓朗,廣瀬　浩二,サビア,ＦＣ町田ゼルビア,修行　智仁,田代　真一,薗田　淳,加藤　恒平,三鬼　海,コリン　マーシャル,太田　康介,鈴木　崇文,藤田　泰成,平本　一樹,勝又　慶典,栃木県宇都宮市清原工業団地32,15589
14555,8547,2012,Ｊ２,第２４節第１日,07/15(日),18:05,横浜ＦＣ,ジェフユナイテッド千葉,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光,0,1,晴,26.8,71%,吉田　哲朗,横浜ＦＣ,シュナイダー　潤之介,井手口　正昭,ペ　スンジン,堀之内　聖,阿部　巧,八角　剛史,髙地　系治,武岡　優斗,佐藤　謙介,カイオ,大久保　哲哉,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,佐藤　勇人,佐藤　健太郎,大塚　翔平,藤田　祥史,深井　正樹,神奈川県横浜市神奈川区三ツ沢西町3-1,15454
14556,14150,2012,Ｊ２,第２４節第１日,07/15(日),18:03,ヴァンフォーレ甲府,松本山雅ＦＣ,山梨中銀スタジアム,スカパー／ｅ２／スカパー光,2,1,晴,28.9,63%,窪田　陽輔,ヴァンフォーレ甲府,荻　晃太,福田　健介,津田　琢磨,盛田　剛平,佐々木　翔,山本　英臣,柏　好文,保坂　一成,井澤　惇,永里　源気,ダヴィ,松本山雅ＦＣ,野澤　洋輔,玉林　睦実,飯田　真輝,飯尾　和也,多々良　敦斗,ユン　ソンヨル,喜山　康平,弦巻　健人,鐡戸　裕史,船山　貴之,塩沢　勝吾,山梨県甲府市小瀬町840,17000
14557,2894,2012,Ｊ２,第２４節第１日,07/15(日),18:03,ギラヴァンツ北九州,ザスパ草津,北九州市立本城陸上競技場,スカパー／ｅ２／スカパー光,0,1,晴,30.6,69%,早川　一行,ギラヴァンツ北九州,佐藤　優也,関　光博,小森田　友明,キローラン　木鈴,多田　高行,新井　涼平,木村　祐志,竹内　涼,安田　晃大,池元　友樹,レオナルド,ザスパ草津,北　一真,小柳　達司,中村　英之,御厨　貴文,永田　拓也,遠藤　敬佑,松下　裕樹,熊林　親吾,林　勇介,小林　竜樹,金　成勇,福岡県北九州市八幡西区御開4-16-1,10202
14558,10137,2012,Ｊ２,第２４節第１日,07/15(日),18:05,大分トリニータ,湘南ベルマーレ,大分銀行ドーム,スカパー／ｅ２／スカパー光,1,4,晴,28.6,79%,東城　穣,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,安川　有,石神　直哉,為田　大貴,宮沢　正史,チェ　ジョンハン,西　弘則,高松　大樹,森島　康仁,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,大野　和成,島村　毅,古林　将太,遠藤　航,永木　亮太,高山　薫,菊池　大介,馬場　賢治,古橋　達弥,大分県大分市大字横尾1351,40000
14559,11275,2012,Ｊ２,第２４節第１日,07/15(日),19:04,モンテディオ山形,アビスパ福岡,ＮＤソフトスタジアム山形,スカパー／ｅ２／スカパー光,3,1,雨のち晴,24.9,91%,中村　太,モンテディオ山形,清水　健太,小林　亮,前田　和哉,石井　秀典,石川　竜也,秋葉　勝,永田　亮太,宮阪　政樹,船山　祐二,山﨑　雅人,中島　裕希,アビスパ福岡,神山　竜一,堤　俊輔,古賀　正紘,畑本　時央,キム　ミンジェ,鈴木　惇,岡田　隆,城後　寿,成岡　翔,坂田　大輔,高橋　泰,山形県天童市山王1-1,21292
14560,6313,2012,Ｊ２,第２４節第１日,07/15(日),19:04,ＦＣ岐阜,カターレ富山,岐阜メモリアルセンター長良川競技場,スカパー／ｅ２／スカパー光,2,2,曇,27.6,84%,小川　直仁,ＦＣ岐阜,時久　省吾,野田　明弘,田中　秀人,三田　光,野垣内　俊,橋本　卓,服部　年宏,井上　平,樋口　寛規,染矢　一樹,佐藤　洸一,カターレ富山,守田　達弥,足助　翔,吉川　健太,池端　陽介,西野　誠,平出　涼,朝日　大輔,大西　容平,山瀬　幸宏,木村　勝太,ソ　ヨンドク,岐阜県岐阜市長良福光大野2675-28,20000
14562,3180,2012,Ｊ２,第２４節第１日,07/15(日),19:04,愛媛ＦＣ,水戸ホーリーホック,ニンジニアスタジアム,スカパー／ｅ２／スカパー光,1,1,晴,29.4,66%,野田　祐樹,愛媛ＦＣ,秋元　陽太,高杉　亮太,アライール,園田　拓也,内田　健太,田森　大己,赤井　秀一,小笠原　侑生,前野　貴徳,石井　謙伍,久場　光,水戸ホーリーホック,本間　幸司,岡田　佑樹,塩谷　司,尾本　敬,石神　幸征,西岡　謙太,ロメロ　フランク,小澤　司,鈴木　雄斗,橋本　晃司,鈴木　隆行,愛媛県松山市上野町乙46,15576
14563,7620,2012,Ｊ２,第２４節第１日,07/15(日),19:05,ロアッソ熊本,京都サンガF.C.,うまかな・よかなスタジアム,スカパー／ｅ２／スカパー光,0,1,晴,29.5,76%,村上　伸次,ロアッソ熊本,南　雄太,矢野　大輔,吉井　孝輔,筑城　和人,市村　篤司,養父　雄仁,原田　拓,片山　奨典,西森　正明,武富　孝介,齊藤　和樹,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,バヤリッツァ,福村　貴幸,秋本　倫孝,工藤　浩平,中村　充孝,中山　博貴,宮吉　拓実,駒井　善成,熊本県熊本市東区平山町2776,32000
14564,3224,2012,Ｊ２,第２５節第１日,07/22(日),18:04,水戸ホーリーホック,アビスパ福岡,ケーズデンキスタジアム水戸,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,4,2,曇のち雨,20.2,86%,榎本　一慶,水戸ホーリーホック,本間　幸司,岡田　佑樹,塩谷　司,尾本　敬,石神　幸征,西岡　謙太,ロメロ　フランク,小澤　司,橋本　晃司,岡本　達也,鈴木　隆行,アビスパ福岡,神山　竜一,堤　俊輔,古賀　正紘,小原　章吾,キム　ミンジェ,鈴木　惇,岡田　隆,城後　寿,成岡　翔,坂田　大輔,西田　剛,茨城県水戸市小吹町2058-1,12000
14565,4160,2012,Ｊ２,第２５節第１日,07/22(日),18:04,東京ヴェルディ,ロアッソ熊本,味の素スタジアム,スカパー／ｅ２／スカパー光,2,0,曇のち雨,22.3,82%,池内　明彦,東京ヴェルディ,土肥　洋一,田中　貴大,高橋　祥平,深津　康太,中谷　勇介,西　紀寛,中後　雅喜,和田　拓也,小林　祐希,巻　誠一郎,阿部　拓馬,ロアッソ熊本,南　雄太,矢野　大輔,吉井　孝輔,筑城　和人,藏川　洋平,養父　雄仁,原田　拓,片山　奨典,藤本　主税,武富　孝介,北嶋　秀朗,東京都調布市西町376-3,49970
14567,8954,2012,Ｊ２,第２５節第１日,07/22(日),18:03,松本山雅ＦＣ,ファジアーノ岡山,松本平広域公園総合球技場,スカパー／ｅ２／スカパー光,3,0,曇時々雨,22.4,86%,河合　英治,松本山雅ＦＣ,野澤　洋輔,玉林　睦実,飯田　真輝,飯尾　和也,多々良　敦斗,大橋　正博,ユン　ソンヨル,弦巻　健人,鐡戸　裕史,船山　貴之,塩沢　勝吾,ファジアーノ岡山,中林　洋次,一柳　夢吾,竹田　忠嗣,後藤　圭太,千明　聖典,仙石　廉,澤口　雅彦,田所　諒,関戸　健二,桒田　慎一朗,川又　堅碁,長野県松本市神林5300,20396
14568,3044,2012,Ｊ２,第２５節第１日,07/22(日),18:04,カターレ富山,栃木ＳＣ,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光,1,2,曇,25.1,90%,岡　宏道,カターレ富山,守田　達弥,足助　翔,吉川　健太,池端　陽介,大西　容平,平出　涼,木村　勝太,西野　誠,山瀬　幸宏,朝日　大輔,ソ　ヨンドク,栃木ＳＣ,武田　博行,赤井　秀行,大和田　真史,當間　建文,菅　和範,高木　和正,小野寺　達也,パウリーニョ,菊岡　拓朗,佐々木　竜太,廣瀬　浩二,富山県富山市南中田368,25250
14569,8871,2012,Ｊ２,第２５節第１日,07/22(日),18:05,大分トリニータ,ＦＣ岐阜,大分銀行ドーム,スカパー／ｅ２／スカパー光,2,2,晴時々曇,27,77%,日高　晴樹,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,安川　有,三平　和司,為田　大貴,宮沢　正史,石神　直哉,西　弘則,村井　慎二,高松　大樹,ＦＣ岐阜,時久　省吾,野田　明弘,田中　秀人,関田　寛士,野垣内　俊,李　漢宰,服部　年宏,井上　平,樋口　寛規,染矢　一樹,アブダ,大分県大分市大字横尾1351,40000
14570,8271,2012,Ｊ２,第２５節第１日,07/22(日),18:34,湘南ベルマーレ,モンテディオ山形,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー／ｅ２／スカパー光,0,0,曇,23.3,77%,木村　博之,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,島村　毅,古林　将太,永木　亮太,下村　東美,高山　薫,菊池　大介,馬場　賢治,岩上　祐三,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,山田　拓巳,秋葉　勝,宮阪　政樹,永田　亮太,船山　祐二,山﨑　雅人,中島　裕希,神奈川県平塚市大原1-1,15100
14571,5021,2012,Ｊ２,第２５節第１日,07/22(日),18:34,徳島ヴォルティス,ギラヴァンツ北九州,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー／ｅ２／スカパー光,1,1,晴,26.5,83%,上田　益也,徳島ヴォルティス,オ　スンフン,西嶋　弘之,橋内　優也,斉藤　大介,那須川　将大,青山　隼,花井　聖,衛藤　裕,鈴木　達也,アレックス,ドウグラス,ギラヴァンツ北九州,佐藤　優也,関　光博,小森田　友明,キローラン　木鈴,多田　高行,新井　涼平,木村　祐志,竹内　涼,安田　晃大,端戸　仁,池元　友樹,徳島県鳴門市撫養町立岩字四枚61,19637
14572,6868,2012,Ｊ２,第２５節第１日,07/22(日),19:04,ザスパ草津,ＦＣ町田ゼルビア,正田醤油スタジアム群馬,スカパー／ｅ２／スカパー光,1,1,曇,21.8,80%,井上　知大,ザスパ草津,北　一真,星野　悟,中村　英之,御厨　貴文,永田　拓也,小林　竜樹,熊林　親吾,櫻田　和樹,林　勇介,遠藤　敬佑,金　成勇,ＦＣ町田ゼルビア,修行　智仁,三鬼　海,薗田　淳,田代　真一,藤田　泰成,太田　康介,加藤　恒平,コリン　マーシャル,鈴木　崇文,平本　一樹,ドラガン　ディミッチ,群馬県前橋市敷島町66,15135
14573,11508,2012,Ｊ２,第２５節第１日,07/22(日),19:03,ジェフユナイテッド千葉,ヴァンフォーレ甲府,フクダ電子アリーナ,スカパー／ｅ２／スカパー光,0,1,曇,22.8,76%,高山　啓義,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,山口　慶,兵働　昭弘,佐藤　勇人,佐藤　健太郎,米倉　恒貴,藤田　祥史,深井　正樹,ヴァンフォーレ甲府,荻　晃太,福田　健介,津田　琢磨,盛田　剛平,佐々木　翔,山本　英臣,石原　克哉,保坂　一成,井澤　惇,永里　源気,ダヴィ,千葉県千葉市中央区川崎町1-20,18500
14574,5434,2012,Ｊ２,第２５節第１日,07/22(日),19:04,京都サンガF.C.,愛媛ＦＣ,京都市西京極総合運動公園陸上競技場兼球技場,スカパー／ｅ２／スカパー光／ＫＢＳ京都,2,1,晴のち雨,27.1,78%,佐藤　隆治,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,バヤリッツァ,福村　貴幸,秋本　倫孝,工藤　浩平,チョン　ウヨン,中山　博貴,宮吉　拓実,中村　充孝,愛媛ＦＣ,秋元　陽太,高杉　亮太,アライール,園田　拓也,内田　健太,田森　大己,村上　巧,赤井　秀一,東　浩史,前野　貴徳,石井　謙伍,京都府京都市右京区西京極新明町29,20588
14575,4977,2012,Ｊ２,第２６節第１日,07/29(日),18:03,栃木ＳＣ,水戸ホーリーホック,栃木県グリーンスタジアム,スカパー／ｅ２／スカパー光／とちぎテレビ,1,0,晴,29.1,76%,井上　知大,栃木ＳＣ,武田　博行,赤井　秀行,大和田　真史,當間　建文,菅　和範,高木　和正,小野寺　達也,パウリーニョ,菊岡　拓朗,サビア,廣瀬　浩二,水戸ホーリーホック,本間　幸司,岡田　佑樹,塩谷　司,尾本　敬,石神　幸征,西岡　謙太,ロメロ　フランク,小澤　司,橋本　晃司,岡本　達也,鈴木　隆行,栃木県宇都宮市清原工業団地32,15589
14576,2822,2012,Ｊ２,第２６節第１日,07/29(日),18:04,ＦＣ町田ゼルビア,京都サンガF.C.,町田市立陸上競技場,スカパー／ｅ２／スカパー光,1,2,晴,28.6,74%,榎本　一慶,ＦＣ町田ゼルビア,修行　智仁,三鬼　海,薗田　淳,田代　真一,藤田　泰成,太田　康介,加藤　恒平,コリン　マーシャル,鈴木　崇文,平本　一樹,ドラガン　ディミッチ,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,バヤリッツァ,黄　大城,倉貫　一毅,中山　博貴,工藤　浩平,中村　充孝,宮吉　拓実,久保　裕也,東京都町田市野津田町2035,10328
14578,4177,2012,Ｊ２,第２６節第１日,07/29(日),18:04,カターレ富山,横浜ＦＣ,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光,0,0,曇,30,77%,野田　祐樹,カターレ富山,守田　達弥,足助　翔,福田　俊介,吉川　健太,大西　容平,平出　涼,木村　勝太,西野　誠,山瀬　幸宏,朝日　大輔,ソ　ヨンドク,横浜ＦＣ,シュナイダー　潤之介,杉山　新,ペ　スンジン,堀之内　聖,阿部　巧,佐藤　謙介,中里　崇宏,武岡　優斗,野崎　陽介,カイオ,大久保　哲哉,富山県富山市南中田368,25250
14579,5125,2012,Ｊ２,第２６節第１日,07/29(日),18:03,ガイナーレ鳥取,ＦＣ岐阜,とりぎんバードスタジアム,スカパー／ｅ２／スカパー光,1,0,晴,28.7,77%,三上　正一郎,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,ロイ　スミス,戸川　健太,藤本　修司,森　英次郎,三浦　旭人,美尾　敦,鶴見　聡貴,小井手　翔太,久保　裕一,ＦＣ岐阜,時久　省吾,野田　明弘,田中　秀人,関田　寛士,野垣内　俊,李　漢宰,服部　年宏,井上　平,廣田　隆治,染矢　一樹,アブダ,鳥取県鳥取市蔵田423,16033
14580,3502,2012,Ｊ２,第２６節第１日,07/29(日),18:04,愛媛ＦＣ,大分トリニータ,ニンジニアスタジアム,スカパー／ｅ２／スカパー光,1,2,曇のち晴,29.3,67%,早川　一行,愛媛ＦＣ,秋元　陽太,高杉　亮太,園田　拓也,浦田　延尚,内田　健太,村上　巧,トミッチ,赤井　秀一,前野　貴徳,石井　謙伍,有田　光希,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,安川　有,三平　和司,為田　大貴,宮沢　正史,石神　直哉,西　弘則,村井　慎二,森島　康仁,愛媛県松山市上野町乙46,15576
14581,6037,2012,Ｊ２,第２６節第１日,07/29(日),18:03,アビスパ福岡,ザスパ草津,レベルファイブスタジアム,スカパー／ｅ２／スカパー光,0,3,晴,29.6,73%,吉田　哲朗,アビスパ福岡,神山　竜一,堤　俊輔,古賀　正紘,小原　章吾,キム　ミンジェ,鈴木　惇,岡田　隆,城後　寿,成岡　翔,坂田　大輔,西田　剛,ザスパ草津,北　一真,星野　悟,中村　英之,御厨　貴文,永田　拓也,ヘベルチ,熊林　親吾,櫻田　和樹,遠藤　敬佑,小林　竜樹,金　成勇,福岡県福岡市博多区東平尾公園2-1-1,22563
14582,6334,2012,Ｊ２,第２６節第１日,07/29(日),18:34,湘南ベルマーレ,ギラヴァンツ北九州,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー／ｅ２／スカパー光,1,0,晴,26.9,82%,塚田　智宏,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,大野　和成,島村　毅,古林　将太,遠藤　航,永木　亮太,高山　薫,菊池　大介,馬場　賢治,岩上　祐三,ギラヴァンツ北九州,佐藤　優也,川鍋　良祐,小森田　友明,キローラン　木鈴,多田　高行,新井　涼平,木村　祐志,竹内　涼,端戸　仁,池元　友樹,常盤　聡,神奈川県平塚市大原1-1,15100
14583,11132,2012,Ｊ２,第２６節第１日,07/29(日),19:05,モンテディオ山形,松本山雅ＦＣ,ＮＤソフトスタジアム山形,スカパー／ｅ２／スカパー光,1,1,晴,28.6,78%,松尾　一,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,船山　祐二,宮阪　政樹,秋葉　勝,永田　亮太,山﨑　雅人,中島　裕希,松本山雅ＦＣ,野澤　洋輔,玉林　睦実,飯田　真輝,飯尾　和也,多々良　敦斗,大橋　正博,ユン　ソンヨル,弦巻　健人,鐡戸　裕史,船山　貴之,塩沢　勝吾,山形県天童市山王1-1,21292
14584,7970,2012,Ｊ２,第２６節第１日,07/29(日),19:03,ファジアーノ岡山,ジェフユナイテッド千葉,シティライトスタジアム,スカパー／ｅ２／スカパー光,0,1,晴,30.6,69%,松村　和彦,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,仙石　廉,千明　聖典,澤口　雅彦,田所　諒,金　民均,石原　崇兆,川又　堅碁,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,佐藤　勇人,佐藤　健太郎,大塚　翔平,深井　正樹,リカルド　ロボ,岡山県岡山市北区いずみ町2-1,20000
14585,6940,2012,Ｊ２,第２６節第１日,07/29(日),19:05,ロアッソ熊本,徳島ヴォルティス,うまかな・よかなスタジアム,スカパー／ｅ２／スカパー光,0,3,曇,28.7,79%,佐藤　隆治,ロアッソ熊本,南　雄太,矢野　大輔,吉井　孝輔,廣井　友信,藏川　洋平,養父　雄仁,根占　真伍,片山　奨典,西森　正明,武富　孝介,北嶋　秀朗,徳島ヴォルティス,オ　スンフン,平島　崇,橋内　優也,斉藤　大介,那須川　将大,青山　隼,濱田　武,衛藤　裕,鈴木　達也,徳重　隆明,津田　知宏,熊本県熊本市東区平山町2776,32000
14586,4213,2012,Ｊ２,第２７節第１日,08/05(日),18:04,水戸ホーリーホック,モンテディオ山形,ケーズデンキスタジアム水戸,スカパー／ｅ２／スカパー光,2,2,晴,28.5,78%,飯田　淳平,水戸ホーリーホック,本間　幸司,市川　大祐,塩谷　司,尾本　敬,石神　幸征,坂井　洋平,ロメロ　フランク,小澤　司,橋本　晃司,三島　康平,岡本　達也,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,石井　秀典,石川　竜也,船山　祐二,宮阪　政樹,秋葉　勝,永田　亮太,山﨑　雅人,中島　裕希,茨城県水戸市小吹町2058-1,12000
14587,3504,2012,Ｊ２,第２７節第１日,08/05(日),18:04,東京ヴェルディ,カターレ富山,味の素スタジアム,スカパー／ｅ２／スカパー光,1,0,晴,28.4,75%,木村　博之,東京ヴェルディ,土肥　洋一,森　勇介,高橋　祥平,刀根　亮輔,中谷　勇介,中後　雅喜,柴崎　晃誠,和田　拓也,飯尾　一慶,巻　誠一郎,南　秀仁,カターレ富山,守田　達弥,足助　翔,福田　俊介,吉川　健太,大西　容平,平出　涼,木村　勝太,西野　誠,朝日　大輔,木本　敬介,ソ　ヨンドク,東京都調布市西町376-3,49970
14588,7616,2012,Ｊ２,第２７節第１日,08/05(日),18:03,横浜ＦＣ,湘南ベルマーレ,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光,1,0,晴,27.8,69%,ケビン　フレンド,横浜ＦＣ,シュナイダー　潤之介,杉山　新,ペ　スンジン,堀之内　聖,中野　洋司,八角　剛史,髙地　系治,武岡　優斗,野崎　陽介,難波　宏明,田原　豊,湘南ベルマーレ,松本　拓也,山口　貴弘,大野　和成,島村　毅,三原　向平,古林　将太,遠藤　航,永木　亮太,キリノ,馬場　賢治,古橋　達弥,神奈川県横浜市神奈川区三ツ沢西町3-1,15454
14589,10642,2012,Ｊ２,第２７節第１日,08/05(日),18:05,松本山雅ＦＣ,愛媛ＦＣ,松本平広域公園総合球技場,スカパー／ｅ２／スカパー光,1,1,晴のち曇,28.8,64%,扇谷　健司,松本山雅ＦＣ,野澤　洋輔,玉林　睦実,伊藤　竜司,飯尾　和也,多々良　敦斗,ユン　ソンヨル,大橋　正博,弦巻　健人,鐡戸　裕史,船山　貴之,塩沢　勝吾,愛媛ＦＣ,秋元　陽太,渡邊　一仁,園田　拓也,浦田　延尚,内田　健太,トミッチ,村上　巧,赤井　秀一,前野　貴徳,有田　光希,福田　健二,長野県松本市神林5300,20396
14590,8492,2012,Ｊ２,第２７節第１日,08/05(日),18:04,ＦＣ岐阜,アビスパ福岡,岐阜メモリアルセンター長良川競技場,スカパー／ｅ２／スカパー光,0,3,曇,28.8,76%,廣瀬　格,ＦＣ岐阜,時久　省吾,野田　明弘,田中　秀人,関田　寛士,野垣内　俊,李　漢宰,服部　年宏,井上　平,樋口　寛規,染矢　一樹,アブダ,アビスパ福岡,神山　竜一,和田　拓三,古賀　正紘,小原　章吾,キム　ミンジェ,鈴木　惇,末吉　隼也,城後　寿,木原　正和,坂田　大輔,西田　剛,岐阜県岐阜市長良福光大野2675-28,20000
14591,2384,2012,Ｊ２,第２７節第１日,08/05(日),18:03,ギラヴァンツ北九州,ＦＣ町田ゼルビア,北九州市立本城陸上競技場,スカパー／ｅ２／スカパー光,1,1,晴,29.3,72%,福島　孝一郎,ギラヴァンツ北九州,佐藤　優也,川鍋　良祐,小森田　友明,キローラン　木鈴,多田　高行,木村　祐志,竹内　涼,安田　晃大,端戸　仁,池元　友樹,渡　大生,ＦＣ町田ゼルビア,修行　智仁,三鬼　海,薗田　淳,田代　真一,藤田　泰成,太田　康介,加藤　恒平,コリン　マーシャル,鈴木　崇文,平本　一樹,ドラガン　ディミッチ,福岡県北九州市八幡西区御開4-16-1,10202
14592,4101,2012,Ｊ２,第２７節第１日,08/05(日),18:34,徳島ヴォルティス,大分トリニータ,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー／ｅ２／スカパー光,0,4,曇,27.6,74%,岡部　拓人,徳島ヴォルティス,オ　スンフン,平島　崇,橋内　優也,斉藤　大介,那須川　将大,青山　隼,上里　一将,衛藤　裕,鈴木　達也,ジオゴ,津田　知宏,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,安川　有,三平　和司,為田　大貴,宮沢　正史,石神　直哉,西　弘則,村井　慎二,高松　大樹,徳島県鳴門市撫養町立岩字四枚61,19637
14593,3622,2012,Ｊ２,第２７節第１日,08/05(日),19:04,ザスパ草津,ヴァンフォーレ甲府,正田醤油スタジアム群馬,スカパー／ｅ２／スカパー光／群馬テレビ（録）,1,2,晴,29.9,59%,大西　弘幸,ザスパ草津,北　一真,星野　悟,中村　英之,御厨　貴文,永田　拓也,遠藤　敬佑,松下　裕樹,熊林　親吾,櫻田　和樹,小林　竜樹,金　成勇,ヴァンフォーレ甲府,荻　晃太,津田　琢磨,ドウグラス,盛田　剛平,佐々木　翔,山本　英臣,柏　好文,伊東　輝悦,井澤　惇,永里　源気,ダヴィ,群馬県前橋市敷島町66,15135
14594,8607,2012,Ｊ２,第２７節第１日,08/05(日),19:03,ジェフユナイテッド千葉,栃木ＳＣ,フクダ電子アリーナ,スカパー／ｅ２／スカパー光,0,0,晴,28.1,71%,今村　義朗,ジェフユナイテッド千葉,櫛野　亮,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,佐藤　勇人,伊藤　大介,大塚　翔平,リカルド　ロボ,深井　正樹,栃木ＳＣ,武田　博行,赤井　秀行,大和田　真史,當間　建文,菅　和範,高木　和正,小野寺　達也,パウリーニョ,菊岡　拓朗,サビア,廣瀬　浩二,千葉県千葉市中央区川崎町1-20,18500
14595,5041,2012,Ｊ２,第２７節第１日,08/05(日),19:05,京都サンガF.C.,ガイナーレ鳥取,京都市西京極総合運動公園陸上競技場兼球技場,スカパー／ｅ２／スカパー光／ＫＢＳ京都,3,1,晴のち雨,29.9,62%,日高　晴樹,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,バヤリッツァ,福村　貴幸,倉貫　一毅,中山　博貴,工藤　浩平,中村　充孝,駒井　善成,宮吉　拓実,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,戸川　健太,ロイ　スミス,藤本　修司,奥山　泰裕,三浦　旭人,美尾　敦,森　英次郎,鶴見　聡貴,久保　裕一,京都府京都市右京区西京極新明町29,20588
14596,7306,2012,Ｊ２,第２７節第１日,08/05(日),19:03,ファジアーノ岡山,ロアッソ熊本,シティライトスタジアム,スカパー／ｅ２／スカパー光,2,0,晴,29.1,69%,上田　益也,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,千明　聖典,仙石　廉,澤口　雅彦,田所　諒,金　民均,石原　崇兆,上條　宏晃,ロアッソ熊本,南　雄太,矢野　大輔,福王　忠世,筑城　和人,市村　篤司,養父　雄仁,根占　真伍,片山　奨典,藤本　主税,武富　孝介,北嶋　秀朗,岡山県岡山市北区いずみ町2-1,20000
